source,author,title,description,url,urlToImage,publishedAt,content
Engadget,Igor Bonifacic,Here's everything Apple announced at its 'Time Flies' event,"Apple didn’t announce any new iPhones at its latest keynote but it still had plenty of new devices to share, including two new Watch models, and an iPad Air that features a new design. The company also detailed its new Apple One subscription bundles and Fitne…",https://www.engadget.com/apple-fall-2020-event-roundup-214437110.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-09%2Ff50cf9f0-f789-11ea-bf37-10ab88ba48f9&client=amp-blogside-v2&signature=99975e4e044ccb08f51f255a17583e3351790da9,2020-09-15 21:44:37,Other hardware upgrades include a new S6 chip that Apple says is more power-efficient and charges 20 percent faster. The Series 6’s always-on display is 2.5 times brighter than the one on its predece… [+4421 chars]
Engadget,Daniel Cooper,"Huawei's latest MateBook X looks great, but good luck getting one","It’s a shame that Huawei is the most controversial hardware company in technology. Its laptop products have been getting progressively better in the last few years, but so few people in the US will ever see them, let alone buy one. Today the company is updati…",https://www.engadget.com/huawei-matebook-x-2020-123047706.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-09%2F3494f820-f2b2-11ea-bf4d-1914468a4e8e&client=amp-blogside-v2&signature=3647bf4627511c62839b25b7eb896d6d1838cca4,2020-09-10 12:30:47,"Modeled after Apple’s suffix-less MacBook (RIP), the MateBook X is a stripped-down machine designed to travel. It’s the third-generation of this machine that the company has made, and each one has pr… [+3074 chars]"
Engadget,Daniel Cooper,Amazon Halo is a subscription fitness wearable and platform,"Amazon is no longer content to allow mainstream wearable technology companies to dominate the fitness space. Today, the mega-retailer is launching a subscription fitness product dubbed Amazon Halo that’s designed to encourage users to improve their health and…",https://www.engadget.com/amazon-halo-fitness-platform-134146361.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-08%2F8a10ddc0-e86a-11ea-96de-5e63d8ccb037&client=amp-blogside-v2&signature=c8931d3fa9955156bc529b2260ed8b861d3249a6,2020-08-27 13:41:46,"According to Amazon, how you speak is a useful indicator of your wellbeing, both emotionally and physically. Consequently, the Halo Band will monitor your tone to determine if you’re feeling positive… [+2472 chars]"
Engadget,James Trew,WildLeaks: The whistleblowing site for planet Earth,"“Really, fuck fuck fuck fuck, fuck” Andrea Crosta tells the driver of the car he just got in. Crosta is the founder of WildLeaks, a whistleblowing site for environmental crime, and he’s just aborted an undercover operation with a prominent ivory trader in Chi…",https://www.engadget.com/wildleaks-earth-league-international-conservation-whistleblower-133053631.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-09%2F29ca8250-f1ba-11ea-a62f-971ff835448b&client=amp-blogside-v2&signature=183207d89d2630c85a616565f130ed3ad2cc6d3c,2020-09-08 13:30:53,"A shaky video is posted to WildLeaks’ blog. At first, it just looks like any other (badly shot) home video of a safari trip, until you see the barrel of the gun. The person holding it is standing in … [+7972 chars]"
Engadget,Chris Velazco,What you need to know about Apple's iPhone 12 and 12 Pro,"Fall is nearly upon us, which means Apple is gearing up to unveil its newest iPhones. 2020 being what it is, however, it's far from business as usual over in Cupertino. Apple has already confirmed it will ship its new smartphones later than usual this year an…",https://www.engadget.com/iphone-12-iphone-12-pro-what-you-need-to-know-price-5g-release-date-2020-184302416.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-08%2Fcef3bbc0-e940-11ea-b77e-777ef3259f53&client=amp-blogside-v2&signature=6ac17effc7b5aaa24f79276c2f32f7ae73537ab6,2020-08-28 18:43:02,"While we wait for the full, official details to emerge, let's take a look at what we already know about the most unusual iPhone launch in Apple's history.
This story was first published on August 28… [+2403 chars]"
Wired,"Gregory Barber, Will Knight",Why Contact-Tracing Apps Haven’t Slowed Covid-19 in the US,"Lack of coordination, test shortages, and mistrust of technology have hobbled what looked like a promising innovation.",https://www.wired.com/story/why-contact-tracing-apps-not-slowed-covid-us/,"https://media.wired.com/photos/5f4ee4350cf9e337f0b184ab/191:100/w_1280,c_limit/business_tracing_1263517240.jpg",2020-09-08 11:00:00,"States such as Massachusetts and New Jersey have left their app plans in limbo or abandoned them to focus on the bigger picture. States are struggling to stand up a public health response in general,… [+4304 chars]"
Wired,"Kevin Xu, Jordan Schneider",The Future of American Industry Depends on Open Source Tech,"Instead of launching into a costly trade war with China, we need to fully embrace the fastest, safest, and most democratic way of advancing technology.",https://www.wired.com/story/opinon-the-future-of-american-industry-depends-on-open-source-tech/,"https://media.wired.com/photos/5f451500d741517d4f090371/191:100/w_1280,c_limit/open-source.png",2020-08-26 14:02:29,"When you stream the latest Netflix show, you fire up servers on Amazon Web Services, most of which run on Linux. When a F-16 fighter takes off, three Kubernetes clusters run to keep the jets software… [+5180 chars]"
Wired,Megan Molteni,Human Embryo Gene Editing Gets a Road Map—Not a Green Light,"After the 2018 “Crispr baby” scandal, a global commission assessed the technology and set strict criteria for moving it toward clinical trials.",https://www.wired.com/story/human-embryo-gene-editing-gets-a-road-map-not-a-green-light/,"https://media.wired.com/photos/5f5039bf0cf9e337f0b184b4/191:100/w_1280,c_limit/image%2520(14).png",2020-09-03 16:05:50,"For that reason, the authors of the report lay out exactly how many and what kind of off-target effects might be acceptable. They put that threshold at no more than the average rate of new mutations … [+4223 chars]"
Wired,"Casey Fiesler, Natalie Garrett",Ethical Tech Starts With Addressing Ethical Debt,The rise of “zoombombing” is just the latest example of why developers need to plan for harmful misuses as much as potential costly bugs.,https://www.wired.com/story/opinion-ethical-tech-starts-with-addressing-ethical-debt/,"https://media.wired.com/photos/5f6150c119124f1a90537185/191:100/w_1280,c_limit/OpEd-Debt-528127540.jpg",2020-09-16 13:00:00,"Awful people will use technology to do awful things. This is a universal truth that applies to almost any technology that facilitates communication and interaction, no matter how well intentioned it … [+4893 chars]"
Wired,Tom Simonite,Google Offers to Help Others With the Tricky Ethics of AI,"After learning its own ethics lessons the hard way, the tech giant will offer services like spotting racial bias or developing guidelines around AI projects.",https://www.wired.com/story/google-help-others-tricky-ethics-ai/,"https://media.wired.com/photos/5f483e71bb023d54b55e4e09/191:100/w_1280,c_limit/business_google_20.93146987.jpg",2020-08-28 13:00:00,"Companies pay cloud computing providers like Amazon, Microsoft, and Google big money to avoid operating their own digital infrastructure. Googles cloud division will soon invite customers to outsourc… [+3877 chars]"
Wired,"Timothy B. Lee, Ars Technica",Lidar Is Finally Becoming a Real Business,"The success of lidar companies was unclear until this summer, when three leading makers offered glimpses of their finances.",https://www.wired.com/story/lidar-is-finally-becoming-a-real-business/,"https://media.wired.com/photos/5f5aa5315fc9e3620ef2e8ba/191:100/w_1280,c_limit/business_lidar_1164317768.jpg",2020-09-11 12:00:00,"For years, thelidar business has had a lot of hype but not a lot of hard numbers. Dozens of lidar startups have touted their impressive technology, but until recently it wasn't clear who, if anyone, … [+4197 chars]"
Wired,Arielle Pardes,Hate Social Media? You’ll Love This Documentary,"The Social Dilemma argues that humanity’s greatest existential threat is not climate change, but Facebook.",https://www.wired.com/story/social-dilemma-netflix-documentary/,"https://media.wired.com/photos/5f57b6d02e2f5001616e3172/191:100/w_1280,c_limit/Culture_SocialDelimma_Ben-w-Overlays_SMALL_PhotoCredit-TheSocialDilemma.jpg",2020-09-09 13:00:00,"As a documentary filmmaker, Jeff Orlowski seems preoccupied with the destruction of the world. His 2012 film Chasing Ice captured the devastating effects of climate change on melting glaciers. In 201… [+3537 chars]"
Wired,Lauren Goode,School in the Age of Covid: A Series of Impossible Decisions,"Pandemic pods? Blended learning? What about the digital divide? On this week’s Get WIRED podcast, listeners share their “back” to school struggles.",https://www.wired.com/story/get-wired-podcast-7-covid-school/,"https://media.wired.com/photos/5f515aa63cf60fd0f7b47703/191:100/w_1280,c_limit/Get-Wired-Remote-Learning-1226846898.jpg",2020-09-08 11:00:00,"The coronavirus pandemic has forced people to perform complicated mental gymnastics and assess the risk of nearly every interaction they have. And now that fall is here, parents, teachers, and kids i… [+1561 chars]"
Wired,"Brennan Kilbane, Allure",The Bathroom of Tomorrow: Shower & Bath Tech of 2020,"Bathrooms are getting smarter, smelling nicer, making you sweat, cooling you down, and, of course, still graciously accepting your waste.",https://www.wired.com/story/a-glimpse-at-the-shiny-ritzy-bathroom-of-tomorrow/,"https://media.wired.com/photos/5f44049037e06d513ea90723/191:100/w_1280,c_limit/future-of-beauty-bathroom.jpg",2020-08-27 11:00:00,"Oh, bathroomsa place in the house where so much happens. You shower, shave, perform your skin-care routine, and so much more. As technology gets smarter, bathrooms do too. You might have thought that… [+1412 chars]"
Wired,Arielle Pardes,Elon Musk Is About to Show Off His Neuralink Brain Implant,Musk tweeted that his “V2” update will blow our minds. But how close is he to putting computer chips in them?,https://www.wired.com/story/elon-musk-neuralink-brain-implant-v2-demo/,"https://media.wired.com/photos/5f47ef05c36fa4bcfd9eca03/191:100/w_1280,c_limit/Security_ElonMusk-1206292074.jpg",2020-08-28 11:00:00,"In the mind of Elon Musk, the worlds thorniest problems become shockingly, wonderfully simple. Traffic in LA got you down? Here, take a ride on this underground super-luge. Carbon emissions are stink… [+3705 chars]"
Wired,"Bradley Hope, Justin Scheck",A Saudi Prince's Attempt to Silence Critics on Twitter,An ongoing investigation reveals how Mohammed bin Salman's team allegedly infiltrated the platform—and got away with it.,https://www.wired.com/story/mohammed-bin-salman-twitter-investigation/,"https://media.wired.com/photos/5f4d59680cf9e337f0b1849c/191:100/w_1280,c_limit/backchannel-excerpt-blood-and-oil.jpg",2020-09-01 12:00:00,"Abouammo complied, using his access to internal systems to find Mujtahidds email address and phone number. It was a potentially reckless move by the Twitter employee, possibly unmasking critics of a … [+3565 chars]"
Wired,Louise Matsakis,How WeChat Censored the Coronavirus Pandemic,"In China, the messaging platform blocked thousands of keywords related to the virus, a new report reveals.",https://www.wired.com/story/wechat-chinese-internet-censorship-coronavirus/,"https://media.wired.com/photos/5f46ababa73ba18581f3aac0/191:100/w_1280,c_limit/Security_China_1228043332.jpg",2020-08-27 21:30:00,"When the novelcoronavirus was first discovered in China last winter, the country responded aggressively, placing tens of millions of people into strict lockdown. As Covid-19 spread from Wuhan to the … [+3647 chars]"
Wired,Will Knight,Anduril’s New Drone Offers to Inject More AI Into Warfare,"A swarm of Ghost 4s, controlled by a single person on the ground, can perform reconnaissance missions like searching for enemy weapons or soldiers.",https://www.wired.com/story/anduril-new-drone-inject-ai-warfare/,"https://media.wired.com/photos/5f59679f7d996391a1b72bde/191:100/w_1280,c_limit/business_ghost4_studio_01.jpg",2020-09-10 12:00:00,"This spring, a team of small drones, each resembling a small, sensor-laden helicopter, scoured a lush stretch of wilderness near Irvine, California. They spent hours circling the sky, seeking, among … [+3950 chars]"
Wired,Gilad Edelman,Should Google’s Ad Market Be Regulated Like the Stock Market?,A leading antitrust scholar says yes. Congress may be listening.,https://www.wired.com/story/google-ad-market-regulated-like-stock-market/,"https://media.wired.com/photos/5f4719509626ac1b1b3e51fa/191:100/w_1280,c_limit/security-google-markets-ads%2520588310690.jpg",2020-08-31 11:00:00,"The days of suit-clad men shouting out orders on the bustling floors of stock exchanges are mostly gone, replaced by windowless rooms full of servers, but the stock market is still a busy place. On t… [+4592 chars]"
Wired,Jaime Stathis,There's No Better Time to Be an Amateur Radio Geek,"Once considered a nerdy basement hobby, lo-fi transmissions from ordinary folks save lives during wildfires, hurricanes, and other climate disasters.",https://www.wired.com/story/amateur-radio-disaster-preparedness/,"https://media.wired.com/photos/5f61492b8595a16063bbc4aa/191:100/w_1280,c_limit/Gear-Amateur-Radio-Geek-77136522.jpg",2020-09-16 11:00:00,"Haggerty-Sollars and her neighbor, Judy, were never far from each other, but first Judy lost her cellphone signal and then Haggerty-Sollars lost hers when she drove through flamesdespite being in a r… [+4016 chars]"
Wired,Sandra Upson,How an Epic Series of Tech Errors Hobbled Miami’s Schools,"It started with the district hiring a little-known virtual charter school company, which led to balky connections and an even more troublesome curriculum.",https://www.wired.com/story/epic-tech-errors-hobbled-miamis-schools/,"https://media.wired.com/photos/5f600ea8470e71528f4f8835/191:100/w_1280,c_limit/business_miami_1228339859.jpg",2020-09-16 11:00:00,"The teachers received demo logins to try out the platform, but they didnt work, and even the trainers struggled to access it, West says. From 8 am until 3:30 pm each day, teachers took notes without … [+4113 chars]"
Wired,"Jennifer Ouellette, Ars Technica",Mathematicians May Have Figured Out How ‘Stone Forests’ Form,An NYU team thinks it's finally unlocked the secret to how these mysterious landforms get their interesting shape.,https://www.wired.com/story/mathematicians-may-have-figured-out-how-stone-forests-form/,"https://media.wired.com/photos/5f64c7e5a2b5732bb888bfd2/191:100/w_1280,c_limit/Science_Shilin_1185383290.jpg",2020-09-19 14:00:00,"There are many wondrous geologic formations in nature, from Giant's Causeway in Ireland to Castleton Tower in Utah, and the various processes by which such structures form is of longstanding interest… [+4326 chars]"
Wired,"Parag Khanna, Michael Ferrari",Geoengineering Is the Only Solution to Our Climate Calamities,Altering Earth’s geophysical environment is a moon shot—and it will be the only way to reverse the damage done. It’s time to take it more seriously.,https://www.wired.com/story/geoengineering-is-the-only-solution-to-our-climate-calamities/,"https://media.wired.com/photos/5f652ca119124f1a905371a9/191:100/w_1280,c_limit/OpEd-Climate-Calamities-1272532756.jpg",2020-09-20 13:00:00,"If global warming were an extraterrestrial adversary, it would not have to fear a diplomatically unified Earth. The past decade of climate summits in Copenhagen, Bali, Cancun, and Paris have only nud… [+4472 chars]"
Wired,Virginia Heffernan,"Steely Eyes, Tragic Ends: The Bromantic Theory of History",It’s no exaggeration to say that emotional affairs of the male heart can influence technology and geopolitics.,https://www.wired.com/story/steely-eyes-tragic-ends-the-bromantic-theory-of-history/,"https://media.wired.com/photos/5f45dd446c3c14defaab7f6a/191:100/w_1280,c_limit/Dangerous-Charisma.jpg",2020-08-26 12:00:00,"Years ago, I fact-checked two memoirs by powerful men. Their books wised me up to an invisible poltergeist in world events: the feverish infatuation of one straight man for another. 
One of the auth… [+4585 chars]"
Wired,Daniel Oberhaus,Is Lightning-Fast Plasma the Key to a Cleaner Car Engine?,"Researchers have long experimented with “lean burn” engines, which boost efficiency and reduce the emissions from combustion. But getting them to ignite is tricky.",https://www.wired.com/story/is-lightning-fast-plasma-the-key-to-a-cleaner-car-engine/,"https://media.wired.com/photos/5f57dac25c49dd59083f89ed/191:100/w_1280,c_limit/Science_Plasma-021---Large-Gap---Multiple-Shots.jpg",2020-09-09 11:00:00,"There are something like a billion cars on the worlds roads today and almost all of them are powered by internal combustion. In fact, the 150-year-old technology is at the heart of most forms of tran… [+3391 chars]"
Wired,Matt Simon,Could a Tree Help Find a Decaying Corpse Nearby?,"On a “body farm,” researchers are exploring whether the nutrients from human cadavers can change the look of plants, which authorities might use to locate missing persons.",https://www.wired.com/story/could-a-tree-signal-if-a-corpse-is-decaying/,"https://media.wired.com/photos/5f4fd20a643fbe1f6e68076b/191:100/w_1280,c_limit/Science_forest_1208989971.jpg",2020-09-03 15:00:00,"There are a few ways a leaf response could play out. For one thing, the leaves might reflect more or less light, or change in colorgetting greener or even red, for example. We're definitely looking a… [+3921 chars]"
Wired,Will Knight,A Dogfight Renews Concerns About AI's Lethal Potential,Alphabet's DeepMind pioneered reinforcement learning. A California company used it to create an algorithm that defeated an F-16 pilot in a simulation.,https://www.wired.com/story/dogfight-renews-concerns-ai-lethal-potential/,"https://media.wired.com/photos/5f4437bbc83d017a112ec55f/191:100/w_1280,c_limit/business_f16_927284852.jpg",2020-08-25 12:00:00,"One wonders if the vision of a rapid, overwhelming, swarm-like robotics technology is really consistent with a human being in the loop, says Ryan Calo, a professor at the University of Washington. Th… [+4815 chars]"
